employee_id,age,city,department,salary,join_date,performance_score
1960.0,38.0,Los Angeles,Engineering,49612.0,2018-10-03,2.0
1961.0,24.0,Phoenix,Finance,137148.0,2022-02-04,2.5
1962.0,60.0,Chicago,Finance,80423.0,2022-01-04,3.9
1963.0,37.0,Los Angeles,Sales,40769.0,2018-01-28,1.8
1964.0,58.0,Houston,Engineering,,2020-02-12,
1965.0,26.0,Chicago,Finance,84416.0,2024-10-16,4.4
1966.0,65.0,New York,Marketing,45505.0,2021-07-11,4.7
,33.0,Phoenix,Finance,106155.0,2024-08-27,4.5
,52.0,Phoenix,Finance,90802.0,2021-10-26,4.9
1969.0,61.0,Los Angeles,HR,134300.0,2020-04-20,4.7
,30.0,Phoenix,Marketing,122088.0,2019-08-24,4.1
1971.0,50.0,New York,HR,103735.0,2020-06-14,3.9
1972.0,64.0,Phoenix,Marketing,105786.0,2021-08-07,1.1
1973.0,54.0,Phoenix,Engineering,59939.0,2015-07-22,3.6
1974.0,64.0,Los Angeles,HR,83734.0,2018-05-18,4.8
1975.0,33.0,Los Angeles,Engineering,92965.0,2020-11-13,3.6
1976.0,44.0,Houston,Engineering,103527.0,2018-01-06,4.8
1977.0,32.0,Phoenix,Engineering,44651.0,2020-01-09,1.6
1978.0,51.0,Phoenix,Finance,71446.0,2022-10-10,1.5
1979.0,44.0,Chicago,Sales,50810.0,2024-07-11,2.9
1980.0,36.0,Los Angeles,Marketing,76596.0,2018-01-17,2.9
1981.0,44.0,New York,Sales,84766.0,2021-05-02,1.4
1982.0,40.0,New York,HR,45480.0,2020-09-06,2.9
1983.0,56.0,Houston,HR,65958.0,2016-06-06,2.4
1984.0,46.0,Phoenix,Sales,77821.0,2019-03-03,1.1
1985.0,38.0,New York,HR,124125.0,,2.7
1986.0,52.0,New York,Sales,47959.0,2018-02-18,2.2
1987.0,22.0,Chicago,Sales,74488.0,2017-12-07,
1988.0,60.0,Phoenix,Finance,125991.0,2019-09-09,4.2
1989.0,35.0,Phoenix,Marketing,119586.0,2019-09-11,1.5
1990.0,62.0,Phoenix,HR,71276.0,2023-09-24,1.2
1991.0,52.0,Houston,HR,149183.0,2019-10-25,2.2
1992.0,21.0,Phoenix,Marketing,102344.0,2016-06-13,4.6
1993.0,60.0,Houston,Engineering,,2019-09-03,3.6
1994.0,40.0,New York,Marketing,124720.0,2022-11-27,1.4
1995.0,39.0,New York,Marketing,52851.0,2023-05-21,1.8
1996.0,37.0,Houston,,114250.0,2018-05-18,2.4
1997.0,51.0,Los Angeles,Sales,42542.0,2015-09-08,4.6
1998.0,28.0,New York,Sales,61364.0,2019-12-16,1.6
1999.0,60.0,Phoenix,Marketing,44241.0,2015-11-16,3.5
2000.0,29.0,Phoenix,Finance,91937.0,2023-09-30,2.0
2001.0,33.0,Phoenix,Sales,121724.0,2020-05-27,1.2
2002.0,53.0,Phoenix,Engineering,98326.0,2022-12-31,3.8
2003.0,42.0,Houston,Finance,74918.0,2022-05-04,1.1
2004.0,60.0,New York,,117318.0,2021-01-19,3.1
2005.0,32.0,Houston,Finance,,2022-11-30,4.4
2006.0,64.0,Chicago,Finance,129007.0,2017-03-10,4.3
2007.0,27.0,Houston,Engineering,117947.0,2017-04-20,4.1
2008.0,62.0,Chicago,Marketing,113030.0,2021-12-18,1.9
2009.0,28.0,Chicago,Marketing,70003.0,2021-01-08,2.1
2010.0,58.0,Chicago,Marketing,117283.0,2024-06-30,1.2
2011.0,52.0,Phoenix,Sales,88387.0,2015-07-15,4.9
2012.0,52.0,Houston,HR,85024.0,2022-12-18,
2013.0,65.0,Chicago,Finance,118078.0,2023-05-23,3.1
2014.0,56.0,Los Angeles,Finance,74403.0,2024-09-27,3.9
2015.0,24.0,Phoenix,Finance,142743.0,,5.0
2016.0,65.0,Phoenix,HR,78649.0,2019-01-28,3.6
2017.0,27.0,New York,HR,146257.0,2024-10-01,4.8
2018.0,23.0,Phoenix,Sales,148496.0,2019-05-27,1.4
2019.0,,Chicago,Marketing,62809.0,2019-09-17,1.8
2020.0,46.0,Houston,Sales,126633.0,2020-11-03,
2021.0,57.0,Houston,Sales,92309.0,2016-12-29,2.3
2022.0,52.0,Houston,,55903.0,2024-09-15,3.1
2023.0,54.0,New York,HR,63239.0,2024-06-04,4.1
2024.0,33.0,Houston,Sales,145323.0,2018-06-30,3.6
2025.0,48.0,Phoenix,HR,93985.0,2017-12-03,4.3
2026.0,63.0,Chicago,Marketing,88625.0,2023-07-24,4.6
2027.0,60.0,Los Angeles,HR,50228.0,2019-06-13,3.5
2028.0,34.0,Chicago,HR,71494.0,2017-01-07,1.7
2029.0,50.0,Los Angeles,Marketing,141813.0,2017-06-12,1.2
2030.0,46.0,Los Angeles,Sales,48547.0,2022-10-26,3.2
2031.0,62.0,Phoenix,Marketing,72794.0,2022-10-21,3.2
2032.0,58.0,Los Angeles,Marketing,76931.0,2017-10-08,2.8
2033.0,41.0,New York,HR,66182.0,2019-04-20,4.5
2034.0,43.0,Houston,Engineering,123410.0,2017-05-21,2.5
2035.0,48.0,Houston,Engineering,74686.0,2023-08-13,3.1
2036.0,45.0,New York,Finance,49415.0,2016-01-18,4.6
2037.0,22.0,Houston,Marketing,120583.0,2016-11-18,5.0
2038.0,42.0,Phoenix,Engineering,126480.0,2022-11-27,4.4
2039.0,55.0,Houston,Sales,133247.0,2018-04-30,2.8
2040.0,42.0,Houston,Sales,92719.0,2023-02-06,3.2
2041.0,,Chicago,Marketing,59559.0,2015-07-24,3.1
2042.0,46.0,Los Angeles,Sales,80390.0,2022-02-23,2.7
2043.0,23.0,Chicago,Marketing,95347.0,2017-12-04,4.2
2044.0,52.0,Chicago,HR,59842.0,2022-12-20,3.4
2045.0,33.0,New York,Engineering,45254.0,2023-03-26,1.7
2046.0,46.0,Phoenix,Finance,114773.0,2021-01-24,3.6
2047.0,33.0,Chicago,Finance,81186.0,2016-04-12,3.4
2048.0,44.0,Chicago,Finance,71276.0,2022-12-12,3.7
2049.0,50.0,Los Angeles,Finance,78447.0,2024-09-20,2.7
2050.0,39.0,Chicago,Marketing,59332.0,2021-07-28,3.9
2051.0,49.0,Chicago,HR,114271.0,2022-05-14,4.8
2052.0,33.0,New York,Sales,104713.0,2017-12-12,5.0
2053.0,64.0,Houston,Finance,147047.0,2024-08-01,3.3
2054.0,36.0,Los Angeles,HR,58928.0,2020-06-10,3.5
2055.0,35.0,Los Angeles,Engineering,78591.0,2022-07-31,2.3
2056.0,28.0,New York,Marketing,142573.0,2019-08-24,3.6
2057.0,49.0,New York,Marketing,102325.0,2016-03-23,5.0
2058.0,31.0,Los Angeles,Finance,65707.0,2017-08-27,4.3
2059.0,48.0,Phoenix,Sales,128888.0,2017-01-29,2.7
2060.0,44.0,Houston,Sales,116286.0,2015-05-20,1.3
2061.0,54.0,Chicago,HR,69253.0,2016-01-27,3.0
2062.0,40.0,New York,Engineering,126056.0,2019-03-10,3.7
2063.0,52.0,Los Angeles,Sales,61432.0,2021-05-06,1.5
2064.0,21.0,Los Angeles,Finance,,2018-05-02,1.5
2065.0,39.0,Phoenix,Engineering,50892.0,2018-01-19,1.6
2066.0,56.0,Houston,HR,118797.0,2020-08-19,1.1
2067.0,55.0,Los Angeles,Sales,108593.0,2018-02-16,2.4
2068.0,24.0,New York,Sales,127240.0,2015-07-18,1.8
2069.0,39.0,Phoenix,HR,126537.0,2022-03-14,1.8
2070.0,52.0,Chicago,Sales,118383.0,2020-02-21,3.4
2071.0,56.0,Houston,HR,104267.0,2018-08-09,1.9
2072.0,36.0,Chicago,HR,72069.0,2017-03-13,3.8
2073.0,51.0,Chicago,Finance,96303.0,2019-06-02,1.4
2074.0,60.0,Los Angeles,Marketing,78654.0,2015-03-01,3.9
2075.0,51.0,Los Angeles,Finance,96832.0,2019-01-09,4.7
2076.0,24.0,Chicago,Sales,115760.0,2017-10-31,2.5
2077.0,34.0,Los Angeles,Sales,136616.0,2020-10-21,1.3
2078.0,52.0,Los Angeles,HR,130217.0,2019-04-07,4.8
2079.0,25.0,Phoenix,HR,71260.0,2019-11-19,4.2
2080.0,26.0,Los Angeles,Finance,135402.0,2015-07-01,2.6
2081.0,56.0,Phoenix,Sales,90426.0,2024-08-27,4.3
2082.0,50.0,Los Angeles,Finance,41572.0,2024-01-11,2.3
2083.0,,Houston,Engineering,125142.0,2022-03-09,3.6
2084.0,64.0,Chicago,Marketing,72048.0,2016-11-15,4.3
2085.0,57.0,Phoenix,Marketing,57094.0,2015-09-21,2.0
2086.0,37.0,Chicago,Finance,119132.0,2024-12-16,1.0
2087.0,38.0,Phoenix,Marketing,108277.0,2020-09-02,1.2
2088.0,46.0,New York,Marketing,64673.0,2023-11-11,3.5
2089.0,50.0,New York,Sales,94499.0,2021-12-18,1.3
2090.0,37.0,Los Angeles,Engineering,141821.0,2017-06-12,2.1
2091.0,30.0,Los Angeles,Marketing,60245.0,2015-05-01,1.6
2092.0,32.0,Houston,Sales,76212.0,2018-09-18,4.2
2093.0,22.0,Phoenix,HR,82209.0,2018-12-25,1.4
2094.0,48.0,New York,Sales,68417.0,2018-06-05,3.7
2095.0,63.0,Houston,Marketing,49470.0,2019-01-31,2.4
2096.0,41.0,Phoenix,Sales,65708.0,2019-01-02,2.9
2097.0,21.0,New York,Finance,146656.0,2023-05-06,2.3
2098.0,41.0,New York,HR,131838.0,2018-06-29,4.4
2099.0,34.0,New York,HR,51944.0,2016-02-08,2.0
2100.0,21.0,Chicago,Marketing,131354.0,2021-08-23,2.2
2101.0,64.0,New York,Marketing,56373.0,2016-05-09,4.2
2102.0,65.0,New York,Marketing,140541.0,2020-02-07,4.3
2103.0,31.0,Houston,HR,43371.0,2021-06-13,3.4
2104.0,54.0,New York,HR,44612.0,2019-09-18,2.1
2105.0,55.0,Phoenix,Engineering,110718.0,2015-03-07,4.4
2106.0,36.0,Phoenix,Finance,73430.0,2015-09-22,3.4
2107.0,62.0,Phoenix,Engineering,62389.0,2023-02-08,3.9
2108.0,59.0,Los Angeles,Marketing,54239.0,2022-02-08,2.1
2109.0,,Los Angeles,Engineering,117167.0,2021-01-26,1.4
2110.0,45.0,Chicago,Marketing,52266.0,2023-01-20,3.5
2111.0,64.0,Phoenix,Sales,76352.0,2021-12-09,2.3
2112.0,48.0,New York,Marketing,70029.0,2021-08-29,2.8
2113.0,29.0,New York,HR,114282.0,2023-06-21,3.8
2114.0,28.0,Phoenix,,135217.0,2018-10-14,4.5
2115.0,53.0,Chicago,Sales,127803.0,2019-12-04,1.8
2116.0,33.0,Los Angeles,Finance,61890.0,2024-01-21,3.8
2117.0,46.0,New York,Marketing,140511.0,2023-10-06,4.4
2118.0,38.0,New York,Marketing,77803.0,2022-08-03,3.7
2119.0,57.0,New York,Marketing,78957.0,2015-07-06,4.5
2120.0,62.0,Houston,Engineering,148618.0,2018-03-03,1.1
2121.0,51.0,New York,HR,,2021-05-28,3.7
2122.0,38.0,New York,Marketing,98431.0,2016-05-23,1.1
2123.0,55.0,Phoenix,HR,56346.0,2019-01-13,3.9
2124.0,44.0,Los Angeles,HR,93046.0,2022-11-22,1.6
2125.0,37.0,Phoenix,HR,76157.0,2024-04-08,4.0
2126.0,52.0,Los Angeles,Finance,50119.0,2023-12-23,3.1
2127.0,48.0,Houston,Sales,86951.0,2016-02-24,1.9
2128.0,22.0,Houston,Sales,116232.0,2015-11-10,1.5
2129.0,46.0,New York,Sales,148798.0,2018-03-09,
2130.0,,Phoenix,Marketing,43957.0,2020-10-12,2.7
2131.0,55.0,Los Angeles,Engineering,62378.0,2016-03-17,4.8
2132.0,35.0,Chicago,Engineering,42212.0,2018-12-15,4.0
2133.0,55.0,Chicago,HR,148011.0,2024-06-24,3.5
2134.0,50.0,Phoenix,Finance,122273.0,2014-12-31,1.8
2135.0,62.0,Los Angeles,HR,77106.0,2021-05-14,1.2
2136.0,21.0,Houston,HR,56828.0,2022-12-18,
2137.0,54.0,Chicago,HR,56716.0,2017-03-14,2.7
2138.0,61.0,Chicago,Engineering,134365.0,2024-06-25,3.2
2139.0,61.0,,HR,42446.0,2022-07-16,3.6
2140.0,38.0,New York,Engineering,142041.0,2024-07-08,4.6
2141.0,,Phoenix,Engineering,75967.0,2019-03-21,2.3
2142.0,32.0,Phoenix,Finance,147767.0,2024-03-23,3.2
2143.0,29.0,Houston,Sales,,2015-08-21,1.4
2144.0,54.0,Houston,Finance,88888.0,2022-04-14,2.2
2145.0,63.0,Los Angeles,HR,41791.0,2024-06-12,3.8
2146.0,50.0,Chicago,Sales,84757.0,2018-02-10,1.9
2147.0,65.0,Houston,Marketing,80054.0,2018-06-02,4.1
2148.0,55.0,Chicago,Sales,45330.0,2021-02-06,2.6
2149.0,32.0,Chicago,Marketing,68416.0,2019-10-04,3.7
2150.0,56.0,Phoenix,Engineering,108955.0,2017-10-25,3.0
2151.0,33.0,Chicago,HR,41732.0,2023-04-30,3.1
2152.0,37.0,Los Angeles,Engineering,121446.0,2015-02-22,3.5
2153.0,52.0,Los Angeles,Marketing,142775.0,2024-05-04,1.6
2154.0,51.0,Chicago,Sales,59006.0,2016-07-25,1.9
2155.0,61.0,New York,Marketing,81003.0,2015-03-07,2.7
2156.0,23.0,Los Angeles,Engineering,107015.0,2021-10-18,3.3
2157.0,65.0,New York,HR,65432.0,2015-11-18,2.7
2158.0,30.0,Phoenix,Engineering,57547.0,2016-09-26,4.4
2159.0,40.0,Houston,Sales,104688.0,2023-01-24,2.7
2160.0,36.0,Phoenix,HR,128208.0,2024-01-11,3.4
2161.0,33.0,Houston,Sales,128876.0,2021-03-05,2.4
2162.0,45.0,Chicago,Sales,127590.0,2023-08-14,2.2
2163.0,24.0,Los Angeles,HR,102960.0,2016-12-09,3.9
,55.0,Houston,HR,140904.0,2015-07-05,1.6
2165.0,56.0,Chicago,HR,49238.0,2019-03-11,3.5
2166.0,26.0,,Sales,100293.0,2024-04-07,4.2
2167.0,,Chicago,Finance,80463.0,2021-01-16,2.6
2168.0,63.0,Houston,HR,132149.0,2023-06-01,1.3
2169.0,25.0,New York,Finance,89174.0,2016-02-11,2.6
2170.0,36.0,New York,HR,47436.0,2024-03-01,3.2
2171.0,52.0,Houston,,120853.0,,1.8
2172.0,49.0,Chicago,Sales,139140.0,2020-01-18,3.4
2173.0,62.0,New York,Engineering,63465.0,2016-01-08,4.7
2174.0,32.0,Houston,Marketing,86338.0,2024-08-13,4.9
2175.0,60.0,Los Angeles,Engineering,123666.0,2020-06-21,4.8
2176.0,25.0,Phoenix,HR,138267.0,2020-11-05,2.3
2177.0,63.0,New York,HR,76743.0,2015-04-27,2.1
2178.0,48.0,Chicago,,103898.0,2017-09-03,3.8
2179.0,51.0,Phoenix,Marketing,114502.0,2023-12-28,4.8
2180.0,21.0,Chicago,Finance,76574.0,2020-02-06,1.5
2181.0,65.0,Phoenix,Finance,141681.0,2018-01-19,2.8
2182.0,48.0,Los Angeles,Finance,147505.0,2016-02-11,1.3
2183.0,54.0,Chicago,Engineering,65879.0,2023-04-05,4.8
2184.0,55.0,Phoenix,Sales,117200.0,2016-04-19,2.1
2185.0,48.0,Houston,Sales,132422.0,2015-03-14,4.1
2186.0,47.0,,Engineering,135536.0,2016-05-21,1.9
2187.0,22.0,New York,Engineering,86033.0,2021-02-04,4.0
2188.0,58.0,Phoenix,Engineering,107933.0,2022-10-04,4.2
2189.0,47.0,Phoenix,Finance,89512.0,2022-12-15,2.9
2190.0,38.0,Chicago,Marketing,147488.0,2015-02-14,1.1
2191.0,47.0,Chicago,Finance,88580.0,2019-12-30,1.5
2192.0,62.0,Chicago,HR,102900.0,2021-05-30,3.9
2193.0,60.0,New York,Engineering,70500.0,2023-02-01,2.4
2194.0,42.0,Houston,Finance,99548.0,2022-09-06,2.1
2195.0,56.0,New York,Marketing,78679.0,2021-07-09,4.4
2196.0,46.0,Los Angeles,Sales,117507.0,2022-01-06,2.6
2197.0,52.0,Phoenix,HR,96878.0,2022-03-11,3.5
2198.0,25.0,Chicago,Engineering,146276.0,2018-01-24,2.8
2199.0,59.0,New York,Finance,115996.0,2023-10-20,2.3
2200.0,63.0,Los Angeles,Engineering,63913.0,2020-05-04,4.6
2201.0,58.0,New York,Sales,102122.0,2016-03-22,4.7
2202.0,34.0,Los Angeles,Finance,121954.0,2022-11-23,1.6
2203.0,51.0,Houston,,112344.0,2022-10-03,3.7
2204.0,25.0,,Sales,42243.0,2023-10-03,2.6
2205.0,53.0,Phoenix,Sales,51380.0,2024-12-17,3.2
2206.0,27.0,,Finance,116958.0,2018-09-14,1.7
,28.0,New York,Engineering,54286.0,2015-05-25,3.2
,27.0,New York,Finance,81455.0,2021-05-05,2.2
2209.0,55.0,Phoenix,HR,65754.0,2020-08-31,2.4
2210.0,25.0,Houston,Sales,87375.0,,2.9
2211.0,53.0,Los Angeles,Sales,73793.0,2020-03-04,3.6
2212.0,31.0,Phoenix,Marketing,77549.0,2020-11-26,4.7
2213.0,36.0,Los Angeles,Sales,53742.0,2015-06-01,4.9
2214.0,52.0,Los Angeles,HR,,2015-02-04,2.8
2215.0,59.0,Chicago,HR,123092.0,2016-10-30,3.2
2216.0,24.0,Houston,Engineering,51353.0,2024-09-05,2.8
2217.0,65.0,Chicago,Engineering,86448.0,2017-03-23,1.5
2218.0,39.0,Los Angeles,Engineering,45060.0,2015-02-08,4.2
2219.0,22.0,Los Angeles,Finance,134826.0,2022-10-11,2.6
2220.0,58.0,Chicago,Engineering,140462.0,2023-11-14,
2221.0,43.0,Houston,Engineering,131650.0,2015-12-31,1.9
2222.0,31.0,New York,Engineering,136195.0,2022-08-07,2.8
2223.0,64.0,Houston,Engineering,71049.0,2021-01-10,3.8
2224.0,27.0,Houston,Finance,82545.0,2019-11-11,1.9
2225.0,,Phoenix,HR,125912.0,2022-07-28,3.4
2226.0,56.0,New York,Finance,147471.0,2021-09-23,4.9
2227.0,29.0,Los Angeles,Engineering,56523.0,2015-11-14,1.2
2228.0,37.0,Chicago,Sales,78475.0,2015-08-16,4.2
2229.0,28.0,New York,Finance,122446.0,,2.8
2230.0,31.0,Houston,,,2018-08-29,2.4
2231.0,38.0,Phoenix,Marketing,97492.0,2016-12-24,2.5
2232.0,27.0,Phoenix,Marketing,54796.0,2016-11-19,1.7
2233.0,31.0,Los Angeles,Engineering,58425.0,2015-05-17,1.5
2234.0,50.0,Houston,Marketing,114750.0,2017-08-18,4.1
,64.0,Phoenix,Marketing,113200.0,2017-02-12,5.0
2236.0,28.0,Chicago,HR,149699.0,2022-02-02,2.0
2237.0,63.0,Los Angeles,Engineering,79953.0,2024-06-25,2.9
2238.0,49.0,Los Angeles,Sales,119242.0,2023-11-28,5.0
2239.0,37.0,Chicago,Finance,146936.0,2024-09-29,3.9
2240.0,32.0,Los Angeles,HR,86237.0,2016-06-08,2.6
2241.0,53.0,Chicago,HR,89165.0,2018-04-30,4.6
2242.0,41.0,,Engineering,72829.0,2017-11-20,4.5
2243.0,33.0,New York,Marketing,111537.0,2020-09-02,3.2
2244.0,41.0,New York,Finance,64624.0,2019-06-28,1.1
2245.0,40.0,New York,Sales,121343.0,2023-10-06,3.4
2246.0,57.0,Los Angeles,Finance,106775.0,2016-05-16,4.4
2247.0,57.0,New York,HR,142634.0,2022-04-20,3.5
2248.0,47.0,Chicago,Finance,89923.0,2023-04-14,4.3
2249.0,46.0,Chicago,Engineering,81541.0,2015-01-01,1.6
2250.0,45.0,Chicago,Finance,99238.0,2015-07-22,3.5
2251.0,51.0,New York,Sales,131681.0,2015-02-26,2.7
2252.0,26.0,Phoenix,HR,82089.0,2018-11-05,2.6
2253.0,27.0,Phoenix,Finance,107513.0,2019-11-01,4.9
2254.0,22.0,Phoenix,Finance,57362.0,2022-05-13,2.2
2255.0,61.0,Los Angeles,Finance,49750.0,2018-08-15,3.0
2256.0,57.0,New York,Engineering,88210.0,2015-03-26,2.7
2257.0,24.0,New York,HR,141011.0,2020-06-12,2.9
2258.0,35.0,Los Angeles,Marketing,131944.0,2023-02-26,4.5
2259.0,65.0,New York,Finance,,2024-08-22,3.1
2260.0,62.0,Phoenix,Engineering,145757.0,2023-09-22,4.9
2261.0,55.0,New York,HR,147040.0,2018-10-08,4.2
2262.0,60.0,New York,Marketing,122338.0,2015-10-30,4.7
2263.0,21.0,Los Angeles,Marketing,72690.0,2019-03-29,1.9
2264.0,64.0,Phoenix,Engineering,60546.0,2019-09-23,2.9
2265.0,46.0,Chicago,HR,42837.0,2022-02-11,1.3
2266.0,44.0,Chicago,Finance,68909.0,2016-05-06,3.2
2267.0,31.0,New York,Finance,99407.0,2016-05-28,3.7
2268.0,29.0,Chicago,Engineering,80237.0,2019-09-19,1.3
2269.0,42.0,New York,HR,60729.0,2015-11-03,2.2
2270.0,24.0,Chicago,HR,119081.0,2023-03-06,4.9
2271.0,33.0,New York,Finance,121247.0,2017-01-28,4.4
2272.0,64.0,Phoenix,Marketing,132924.0,2022-01-01,1.5
2273.0,,New York,Engineering,57149.0,2024-04-13,1.3
2274.0,46.0,Phoenix,HR,133617.0,2024-11-05,3.0
2275.0,59.0,Chicago,Engineering,57859.0,2017-08-12,1.6
2276.0,39.0,Phoenix,HR,72355.0,2023-05-19,2.5
2277.0,57.0,New York,Finance,84072.0,2018-10-22,2.1
2278.0,26.0,Phoenix,Sales,88582.0,2024-06-16,
2279.0,58.0,Phoenix,HR,93523.0,2016-01-07,3.1
2280.0,34.0,New York,HR,76733.0,,3.8
2281.0,55.0,New York,HR,122833.0,2024-05-27,3.0
2282.0,36.0,Chicago,HR,67890.0,2015-06-26,3.5
2283.0,35.0,New York,HR,45057.0,2015-12-30,4.2
2284.0,41.0,Chicago,Finance,88635.0,2024-05-29,1.4
2285.0,52.0,,Sales,93796.0,2021-10-05,3.8
2286.0,39.0,Phoenix,Finance,135244.0,2021-09-29,4.2
2287.0,29.0,Chicago,Marketing,148562.0,2015-10-14,1.5
2288.0,46.0,Phoenix,Marketing,141732.0,2019-08-25,2.1
2289.0,38.0,Phoenix,Finance,60267.0,2023-04-15,4.7
2290.0,43.0,Houston,Engineering,62126.0,2017-09-07,3.4
2291.0,57.0,Chicago,HR,94597.0,2016-07-13,2.1
2292.0,60.0,Phoenix,Marketing,128486.0,2019-05-11,4.4
2293.0,56.0,,Marketing,121424.0,2016-10-01,1.6
2294.0,53.0,Chicago,Sales,89092.0,2022-12-06,2.8
2295.0,37.0,New York,HR,143828.0,2024-12-11,1.3
2296.0,50.0,Los Angeles,Sales,87876.0,2019-07-17,3.0
2297.0,33.0,Phoenix,Engineering,90377.0,2024-03-26,2.1
2298.0,41.0,Chicago,HR,112389.0,2024-11-14,4.8
2299.0,52.0,Phoenix,Sales,139117.0,2021-06-08,1.2
2300.0,41.0,Houston,,140632.0,2022-11-17,1.3
2301.0,62.0,New York,HR,106282.0,2024-05-13,3.3
2302.0,26.0,New York,Sales,48933.0,2021-02-23,1.8
2303.0,36.0,New York,Finance,148616.0,2024-02-04,3.7
2304.0,23.0,Phoenix,Engineering,73717.0,2017-05-19,1.9
2305.0,33.0,Phoenix,HR,102474.0,,1.1
2306.0,58.0,Phoenix,Marketing,54772.0,2015-10-21,1.5
2307.0,39.0,Phoenix,Engineering,45149.0,,1.9
2308.0,27.0,New York,Finance,116686.0,2017-06-06,2.4
2309.0,26.0,Los Angeles,Sales,49562.0,2015-07-06,2.5
2310.0,34.0,Chicago,Sales,133949.0,2019-10-25,2.2
2311.0,48.0,New York,Marketing,58024.0,2016-05-19,4.1
2312.0,30.0,Los Angeles,HR,139059.0,2017-09-02,4.8
2313.0,55.0,Houston,Marketing,134215.0,2020-05-19,3.2
2314.0,46.0,Los Angeles,Finance,101839.0,2023-08-10,1.3
2315.0,46.0,Phoenix,Finance,147677.0,,2.3
2316.0,28.0,New York,Engineering,104331.0,2022-06-04,3.9
2317.0,41.0,Houston,Engineering,79039.0,2020-01-03,4.2
2318.0,59.0,Chicago,Sales,100816.0,2019-03-10,
2319.0,59.0,Chicago,Finance,96463.0,2018-04-09,4.1
2320.0,48.0,Chicago,Engineering,78743.0,2019-03-08,4.5
2321.0,39.0,Chicago,,,2024-09-23,4.7
2322.0,27.0,Houston,Engineering,43279.0,2018-07-06,1.9
2323.0,62.0,Chicago,,78097.0,2022-01-06,1.2
2324.0,57.0,Los Angeles,HR,51021.0,2020-03-07,1.5
2325.0,24.0,Phoenix,HR,41063.0,2021-05-25,1.7
2326.0,33.0,Houston,Finance,63025.0,2023-06-14,3.6
2327.0,25.0,Chicago,Marketing,60700.0,2021-04-29,2.4
2328.0,42.0,New York,Sales,118021.0,2023-02-26,3.4
2329.0,61.0,New York,Sales,101039.0,2019-05-03,1.2
2330.0,50.0,,Finance,90414.0,2015-07-24,1.9
2331.0,63.0,Chicago,Sales,141784.0,2021-06-27,2.8
2332.0,52.0,Houston,Engineering,55745.0,2023-03-12,2.8
2333.0,24.0,Houston,HR,72120.0,2019-04-12,4.0
2334.0,25.0,New York,Marketing,51805.0,2020-07-29,4.8
2335.0,41.0,Phoenix,Engineering,91727.0,2022-04-01,1.2
2336.0,23.0,Chicago,Marketing,97524.0,2017-07-20,4.8
2337.0,33.0,Houston,Engineering,73223.0,2019-06-13,2.1
2338.0,46.0,Phoenix,Engineering,94790.0,2015-06-22,1.6
2339.0,28.0,New York,HR,89691.0,2024-07-31,3.4
2340.0,63.0,Phoenix,HR,45020.0,2021-10-12,4.0
2341.0,44.0,Phoenix,Sales,112160.0,2022-03-31,2.6
2342.0,51.0,Phoenix,HR,73756.0,,1.9
2343.0,26.0,Houston,HR,125795.0,2021-02-06,2.2
2344.0,58.0,Los Angeles,HR,57035.0,2018-08-09,4.3
2345.0,37.0,Phoenix,Finance,79250.0,2017-07-06,4.8
2346.0,40.0,Phoenix,Finance,112241.0,2015-10-20,2.7
2347.0,43.0,Houston,Finance,118635.0,2022-06-22,4.4
2348.0,24.0,Phoenix,Sales,87658.0,2023-03-16,2.6
2349.0,46.0,Phoenix,HR,65536.0,2018-11-27,4.2
2350.0,46.0,Los Angeles,Marketing,80370.0,2017-04-13,2.7
2351.0,58.0,New York,HR,119864.0,2018-08-17,3.7
2352.0,56.0,Houston,HR,104887.0,2023-03-09,1.1
2353.0,40.0,Los Angeles,Finance,48766.0,2017-04-10,4.8
2354.0,28.0,Los Angeles,Sales,61271.0,2015-08-22,1.2
2355.0,64.0,Phoenix,Sales,78703.0,2018-10-19,3.7
2356.0,60.0,Houston,Sales,87711.0,2016-11-04,3.8
2357.0,,New York,Finance,85287.0,2022-08-02,2.8
2358.0,45.0,Phoenix,Finance,127924.0,2022-03-30,3.6
2359.0,42.0,New York,Marketing,104987.0,2024-03-28,3.3
2360.0,23.0,Chicago,HR,115881.0,2022-04-07,
2361.0,44.0,Los Angeles,Engineering,40047.0,2015-07-10,2.0
2362.0,57.0,Phoenix,Finance,144797.0,2021-11-11,1.6
2363.0,59.0,Chicago,Sales,87335.0,,1.5
2364.0,39.0,Houston,Marketing,69456.0,2020-05-01,2.2
2365.0,27.0,Chicago,Engineering,131984.0,2019-10-30,3.3
2366.0,37.0,Los Angeles,Finance,134830.0,2022-11-05,1.4
2367.0,38.0,Houston,Sales,79273.0,2017-09-01,2.5
2368.0,64.0,New York,Marketing,94197.0,2020-06-20,3.6
2369.0,30.0,New York,Sales,41287.0,,3.8
2370.0,27.0,Los Angeles,Finance,92647.0,2024-07-15,2.4
2371.0,29.0,New York,Marketing,84416.0,2015-09-18,2.1
2372.0,64.0,New York,Engineering,91019.0,2018-02-15,3.3
2373.0,30.0,Houston,Sales,56560.0,2019-02-05,1.8
2374.0,46.0,Los Angeles,Marketing,143341.0,2016-03-17,4.4
2375.0,40.0,,Marketing,57215.0,2018-08-26,1.2
2376.0,42.0,Los Angeles,Sales,106064.0,2018-09-29,1.8
